sample_ID,extraction_ID,seq_date,sample_type,station,collection_year,collection_month,collection_day,location1,longitude,latitude,depth
e02268_A,e02268,20241219,field_blank,90 C,2022,7,2,Aleutian Islands,-173.5883,51.59916,96
e02269_A,e02269,20241219,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA
e02270_A,e02270,20241219,sample,125,2022,7,13,Aleutian Islands,179.092,51.22242,53.6
e02271_A,e02271,20241219,sample,125,2022,7,13,Aleutian Islands,179.092,51.22242,53.6
e02272_A,e02272,20241219,sample,125,2022,7,13,Aleutian Islands,179.092,51.22242,53.6
e02273_A,e02273,20241219,sample,125,2022,7,13,Aleutian Islands,179.092,51.22242,53.6
e02274_A,e02274,20241219,sample,125,2022,7,13,Aleutian Islands,179.092,51.22242,53.6
e02275_A,e02275,20241219,sample,125,2022,7,13,Aleutian Islands,179.092,51.22242,53.6
e02276_A,e02276,20241219,sample,125,2022,7,13,Aleutian Islands,179.092,51.22242,53.6
e02277_A,e02277,20241219,sample,125,2022,7,13,Aleutian Islands,179.092,51.22242,53.6
e02278_A,e02278,20241219,field_blank,125 C,2022,7,13,Aleutian Islands,179.092,51.22242,53.6
e02279_A,e02279,20241219,sample,138,2022,7,16,Aleutian Islands,178.2822,51.55123,90
e02280_A,e02280,20241219,sample,138,2022,7,16,Aleutian Islands,178.2822,51.55123,90
e02281_A,e02281,20241219,sample,138,2022,7,16,Aleutian Islands,178.2822,51.55123,90
e02282_A,e02282,20241219,sample,138,2022,7,16,Aleutian Islands,178.2822,51.55123,90
e02283_A,e02283,20241219,sample,138,2022,7,16,Aleutian Islands,178.2822,51.55123,90
e02284_A,e02284,20241219,sample,138,2022,7,16,Aleutian Islands,178.2822,51.55123,90
e02285_A,e02285,20241219,sample,138,2022,7,16,Aleutian Islands,178.2822,51.55123,90
e02286_A,e02286,20241219,sample,138,2022,7,16,Aleutian Islands,178.2822,51.55123,90
e02287_A,e02287,20241219,field_blank,138 C,2022,7,16,Aleutian Islands,178.2822,51.55123,90
e02288_A,e02288,20241219,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA
e02289_A,e02289,20241219,sample,92,2022,7,3,Aleutian Islands,-173.525,51.57386,85
e02290_A,e02290,20241219,sample,92,2022,7,3,Aleutian Islands,-173.525,51.57386,85
e02291_A,e02291,20241219,sample,92,2022,7,3,Aleutian Islands,-173.525,51.57386,85
e02292_A,e02292,20241219,sample,92,2022,7,3,Aleutian Islands,-173.525,51.57386,85
e02293_A,e02293,20241219,sample,92,2022,7,3,Aleutian Islands,-173.525,51.57386,85
e02294_A,e02294,20241219,sample,92,2022,7,3,Aleutian Islands,-173.525,51.57386,85
e02295_A,e02295,20241219,sample,92,2022,7,3,Aleutian Islands,-173.525,51.57386,85
e02296_A,e02296,20241219,sample,92,2022,7,3,Aleutian Islands,-173.525,51.57386,85
NC22-1_A,NC22-1,20241219,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA
e02297_A,e02297,20241219,field_blank,92 C,2022,7,3,Aleutian Islands,-173.525,51.57386,85
e02298_A,e02298,20241219,sample,99,2022,7,5,Aleutian Islands,-177.0133,51.54838,92
e02299_A,e02299,20241219,sample,99,2022,7,5,Aleutian Islands,-177.0133,51.54838,92
e02300_A,e02300,20241219,sample,99,2022,7,5,Aleutian Islands,-177.0133,51.54838,92
e02301_A,e02301,20241219,sample,99,2022,7,5,Aleutian Islands,-177.0133,51.54838,92
e02302_A,e02302,20241219,sample,99,2022,7,5,Aleutian Islands,-177.0133,51.54838,92
e02303_A,e02303,20241219,sample,99,2022,7,5,Aleutian Islands,-177.0133,51.54838,92
e02304_A,e02304,20241219,sample,99,2022,7,5,Aleutian Islands,-177.0133,51.54838,92
e02305_A,e02305,20241219,sample,99,2022,7,5,Aleutian Islands,-177.0133,51.54838,92
e02306_A,e02306,20241219,field_blank,99 C,2022,7,5,Aleutian Islands,-177.0133,51.54838,92
e02307_A,e02307,20241219,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA
e02308_A,e02308,20241219,sample,107,2022,7,7,Aleutian Islands,-175.4014,51.55597,92.5
e02309_A,e02309,20241219,sample,107,2022,7,7,Aleutian Islands,-175.4014,51.55597,92.5
e02310_A,e02310,20241219,sample,107,2022,7,7,Aleutian Islands,-175.4014,51.55597,92.5
e02311_A,e02311,20241219,sample,107,2022,7,7,Aleutian Islands,-175.4014,51.55597,92.5
e02312_A,e02312,20241219,sample,107,2022,7,7,Aleutian Islands,-175.4014,51.55597,92.5
e02313_A,e02313,20241219,sample,107,2022,7,7,Aleutian Islands,-175.4014,51.55597,92.5
e02314_A,e02314,20241219,sample,107,2022,7,7,Aleutian Islands,-175.4014,51.55597,92.5
e02315_A,e02315,20241219,sample,107,2022,7,7,Aleutian Islands,-175.4014,51.55597,92.5
e02316_A,e02316,20241219,field_blank,107 C,2022,7,7,Aleutian Islands,-175.4014,51.55597,92.5
e02317_A,e02317,20241219,sample,95,2022,7,4,Aleutian Islands,-173.4144,51.58176,95
e02318_A,e02318,20241219,sample,95,2022,7,4,Aleutian Islands,-173.4144,51.58176,95
e02319_A,e02319,20241219,sample,95,2022,7,4,Aleutian Islands,-173.4144,51.58176,95
e02320_A,e02320,20241219,sample,95,2022,7,4,Aleutian Islands,-173.4144,51.58176,95
e02321_A,e02321,20241219,sample,95,2022,7,4,Aleutian Islands,-173.4144,51.58176,95
e02322_A,e02322,20241219,sample,95,2022,7,4,Aleutian Islands,-173.4144,51.58176,95
e02323_A,e02323,20241219,sample,95,2022,7,4,Aleutian Islands,-173.4144,51.58176,95
e02324_A,e02324,20241219,sample,95,2022,7,4,Aleutian Islands,-173.4144,51.58176,95
e02325_A,e02325,20241219,field_blank,95 C,2022,7,4,Aleutian Islands,-173.4144,51.58176,95
e02326_A,e02326,20241219,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA
e02327_A,e02327,20241219,sample,114,2022,7,10,Aleutian Islands,-177.5099,51.37355,92
e02328_A,e02328,20241219,sample,114,2022,7,10,Aleutian Islands,-177.5099,51.37355,92
e02329_A,e02329,20241219,sample,114,2022,7,10,Aleutian Islands,-177.5099,51.37355,92
e02330_A,e02330,20241219,sample,114,2022,7,10,Aleutian Islands,-177.5099,51.37355,92
e02331_A,e02331,20241219,sample,114,2022,7,10,Aleutian Islands,-177.5099,51.37355,92
e02332_A,e02332,20241219,sample,114,2022,7,10,Aleutian Islands,-177.5099,51.37355,92
e02333_A,e02333,20241219,sample,114,2022,7,10,Aleutian Islands,-177.5099,51.37355,92
e02334_A,e02334,20241219,sample,114,2022,7,10,Aleutian Islands,-177.5099,51.37355,92
e02335_A,e02335,20241219,field_blank,114 C,2022,7,10,Aleutian Islands,-177.5099,51.37355,92
e02336_A,e02336,20241219,sample,120,2022,7,12,Aleutian Islands,-178.0768,51.44577,44.3
e02337_A,e02337,20241219,sample,120,2022,7,12,Aleutian Islands,-178.0768,51.44577,44.3
e02338_A,e02338,20241219,sample,120,2022,7,12,Aleutian Islands,-178.0768,51.44577,44.3
e02339_A,e02339,20241219,sample,120,2022,7,12,Aleutian Islands,-178.0768,51.44577,44.3
e02340_A,e02340,20241219,sample,120,2022,7,12,Aleutian Islands,-178.0768,51.44577,44.3
e02341_A,e02341,20241219,sample,120,2022,7,12,Aleutian Islands,-178.0768,51.44577,44.3
e02342_A,e02342,20241219,sample,120,2022,7,12,Aleutian Islands,-178.0768,51.44577,44.3
PC22_A,PC22,20241219,positive,NA,NA,NA,NA,NA,NA,NA,NA
NC22-2_A,NC22-2,20241219,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_3990,ABLG_3990,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4140,ABLG_4140,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4710,ABLG_4710,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9850,ABLG_9850,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9857,ABLG_9857,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10709,ABLG_10709,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_11428,ABLG_11428,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4671,ABLG_4671,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4659,ABLG_4659,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4637,ABLG_4637,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_1885,ABLG_1885,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_1892,ABLG_1892,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10032,ABLG_10032,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10015,ABLG_10015,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_14835,ABLG_14835,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_14842,ABLG_14842,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_19455,ABLG_19455,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_14895,ABLG_14895,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_14867,ABLG_14867,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4627,ABLG_4627,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4421,ABLG_4421,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4373,ABLG_4373,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4570,ABLG_4570,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4378,ABLG_4378,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4445,ABLG_4445,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9891,ABLG_9891,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9895,ABLG_9895,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10628,ABLG_10628,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10622,ABLG_10622,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10590,ABLG_10590,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4474,ABLG_4474,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4493,ABLG_4493,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4503,ABLG_4503,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4588,ABLG_4588,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4592,ABLG_4592,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4601,ABLG_4601,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10058,ABLG_10058,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_12278,ABLG_12278,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9486,ABLG_9486,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9601,ABLG_9601,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9545,ABLG_9545,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9565,ABLG_9565,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9495,ABLG_9495,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9570,ABLG_9570,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_651,ABLG_651,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_8546,ABLG_8546,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_710,ABLG_710,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_755,ABLG_755,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_663,ABLG_663,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_674,ABLG_674,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_660,ABLG_660,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_8566,ABLG_8566,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_11698,ABLG_11698,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_12537,ABLG_12537,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_12320,ABLG_12320,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_19266,ABLG_19266,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_19416,ABLG_19416,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_19352,ABLG_19352,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4657,ABLG_4657,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10020,ABLG_10020,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_4670,ABLG_4670,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_11514,ABLG_11514,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10023,ABLG_10023,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_11942,ABLG_11942,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_11956,ABLG_11956,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_11934,ABLG_11934,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_11955,ABLG_11955,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9868,ABLG_9868,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9983,ABLG_9983,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9981,ABLG_9981,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9978,ABLG_9978,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10689,ABLG_10689,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_9972,ABLG_9972,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_11754,ABLG_11754,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_11758,ABLG_11758,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_12479,ABLG_12479,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10130,ABLG_10130,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG_10124,ABLG_10124,20240813,tissue,NA,NA,NA,NA,NA,NA,NA,NA
NTC,NTC,20240813,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA
43624,43624,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43625,43625,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43626,43626,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43627,43627,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43628,43628,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43629,43629,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43630,43630,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43631,43631,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43632,43632,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43633,43633,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43634,43634,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43635,43635,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43636,43636,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43637,43637,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43638,43638,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43639,43639,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43640,43640,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43641,43641,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43642,43642,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43643,43643,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43644,43644,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43645,43645,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43646,43646,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43647,43647,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43648,43648,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43649,43649,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43650,43650,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43651,43651,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43652,43652,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43653,43653,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43654,43654,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43655,43655,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43656,43656,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43657,43657,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43658,43658,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43659,43659,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43660,43660,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43661,43661,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43662,43662,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43663,43663,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43664,43664,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43665,43665,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43666,43666,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43667,43667,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43668,43668,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43669,43669,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43670,43670,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43671,43671,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43672,43672,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43673,43673,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43674,43674,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43675,43675,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43676,43676,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43677,43677,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43678,43678,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43679,43679,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43680,43680,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43681,43681,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43682,43682,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43683,43683,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43684,43684,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43685,43685,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43686,43686,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43687,43687,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43688,43688,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43689,43689,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43690,43690,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43691,43691,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43692,43692,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43693,43693,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43694,43694,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43695,43695,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43696,43696,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43697,43697,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43698,43698,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
43699,43699,20241016,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG10631,ABLG10631,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG10634,ABLG10634,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG10655,ABLG10655,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG10664,ABLG10664,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG9638,ABLG9638,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG9639,ABLG9639,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG9640,ABLG9640,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG9641,ABLG9641,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11527,ABLG11527,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11528,ABLG11528,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11529,ABLG11529,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11530,ABLG11530,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG4621,ABLG4621,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG4622,ABLG4622,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG4623,ABLG4623,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG4624,ABLG4624,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11609,ABLG11609,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11610,ABLG11610,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11613,ABLG11613,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11614,ABLG11614,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11655,ABLG11655,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11657,ABLG11657,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11660,ABLG11660,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG11662,ABLG11662,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG4486,ABLG4486,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG4520,ABLG4520,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG4531,ABLG4531,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG4534,ABLG4534,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG29562,ABLG29562,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG29563,ABLG29563,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
ABLG29564,ABLG29564,20241202,tissue,NA,NA,NA,NA,NA,NA,NA,NA
