"","qseqid","taxon"
"65","ASV161","Sebastes ovalis"
"66","ASV166","Sebastes borealis"
"67","ASV167","Sebastes caurinus"
"68","ASV168","Sebastes polyspinis"
"69","ASV17","Sebastes proriger"
"70","ASV170","Sebastes paucispinis"
"71","ASV171","Sebastes carnatus"
"72","ASV173","Sebastes nebulosus"
"73","ASV174","Sebastes wilsoni"
"74","ASV175","Sebastes maliger"
"75","ASV176","Sebastes wilsoni"
"76","ASV177","Sebastes nebulosus"
"77","ASV178","Sebastes aleutianus"
"78","ASV18","Sebastes rosaceus"
"79","ASV180","Sebastes borealis"
"80","ASV182","Sebastes wilsoni"
"81","ASV183","Sebastes crocotulus"
"82","ASV184","Sebastes nebulosus"
"83","ASV185","Sebastes melanostictus"
"84","ASV186","Sebastes borealis"
"85","ASV187","Sebastes diaconus"
"86","ASV188","Sebastes nebulosus"
"87","ASV189","Sebastes pinniger"
"88","ASV19","Sebastes proriger"
"89","ASV191","Sebastes variegatus"
"90","ASV192","Sebastes ciliatus"
"91","ASV193","Sebastes babcocki"
"92","ASV194","Sebastes diaconus"
"93","ASV195","Sebastes diaconus"
"94","ASV196","Sebastes constellatus"
"95","ASV197","Sebastes emphaeus"
"96","ASV198","Sebastes carnatus"
"97","ASV2","Sebastes glaucus"
"98","ASV20","Sebastes zacentrus"
"99","ASV200","Sebastes zacentrus"
"100","ASV201","Sebastes melanops"
"101","ASV203","Sebastes zacentrus"
"102","ASV204","Sebastes variegatus"
"103","ASV205","Sebastes babcocki"
"104","ASV206","Sebastes melanostomus"
"105","ASV208","Sebastes crocotulus"
"106","ASV209","Sebastes serranoides"
"107","ASV21","Sebastes nigrocinctus"
"108","ASV210","Sebastes borealis"
"109","ASV211","Sebastes diaconus"
"110","ASV212","Sebastes serranoides"
"111","ASV213","Sebastes crameri"
"112","ASV215","Sebastes pinniger"
"113","ASV216","Sebastes crocotulus"
"114","ASV218","Sebastes proriger"
"115","ASV219","Sebastes zacentrus"
"116","ASV22","Sebastes brevispinis"
"117","ASV220","Sebastes carnatus"
"118","ASV221","Sebastes zacentrus"
"119","ASV222","Sebastes carnatus"
"120","ASV225","Sebastes melanostomus"
"121","ASV226","Sebastes crocotulus"
"122","ASV227","Sebastes ciliatus"
"123","ASV228","Sebastes nebulosus"
"124","ASV229","Sebastes proriger"
"125","ASV230","Sebastes proriger"
"126","ASV231","Sebastes polyspinis"
"127","ASV232","Sebastes melanostomus"
"128","ASV233","Sebastes zacentrus"
"129","ASV234","Sebastes glaucus"
"130","ASV235","Sebastes ensifer"
"131","ASV236","Sebastes crocotulus"
"132","ASV237","Sebastes carnatus"
"133","ASV239","Sebastes auriculatus"
"134","ASV24","Sebastes saxicola"
"135","ASV240","Sebastes elongatus"
"136","ASV241","Sebastes moseri"
"137","ASV242","Sebastes carnatus"
"138","ASV243","Sebastes polyspinis"
"139","ASV246","Sebastes reedi"
"140","ASV248","Sebastes serranoides"
"141","ASV249","Sebastes elongatus"
"142","ASV25","Sebastes nigrocinctus"
"143","ASV251","Sebastes melanostomus"
"144","ASV252","Sebastes elongatus"
"145","ASV254","Sebastes lentiginosus"
"146","ASV255","Sebastes goodei"
"147","ASV256","Sebastes chrysomelas"
"148","ASV257","Sebastes melanops"
"149","ASV258","Sebastes babcocki"
"150","ASV259","Sebastes diaconus"
"151","ASV26","Sebastes paucispinis"
"152","ASV260","Sebastes maliger"
"153","ASV261","Sebastes polyspinis"
"154","ASV262","Sebastes flavidus"
"155","ASV263","Sebastes pinniger"
"156","ASV264","Sebastes babcocki"
"157","ASV265","Sebastes saxicola"
"158","ASV266","Sebastes brevispinis"
"159","ASV267","Sebastes helvomaculatus"
"160","ASV268","Sebastes brevispinis"
"161","ASV269","Sebastes diaconus"
"162","ASV27","Sebastes saxicola"
"163","ASV270","Sebastes brevispinis"
"164","ASV271","Sebastes helvomaculatus"
"165","ASV272","Sebastes crameri"
"166","ASV28","Sebastes brevispinis"
"167","ASV29","Sebastes pinniger"
"168","ASV3","Sebastes reedi"
"169","ASV30","Sebastes brevispinis"
"170","ASV31","Sebastes paucispinis"
"171","ASV32","Sebastes melanostomus"
"172","ASV33","Sebastes wilsoni"
"173","ASV34","Sebastes melanostomus"
"174","ASV35","Sebastes paucispinis"
"175","ASV36","Sebastes helvomaculatus"
"176","ASV37","Sebastes zacentrus"
"177","ASV38","Sebastes crameri"
"178","ASV39","Sebastes alutus"
"179","ASV4","Sebastes elongatus"
"180","ASV40","Sebastes goodei"
"181","ASV41","Sebastes moseri"
"182","ASV42","Sebastes babcocki"
"183","ASV43","Sebastes rosaceus"
"184","ASV44","Sebastes babcocki"
"185","ASV45","Sebastes saxicola"
"186","ASV46","Sebastes goodei"
"187","ASV48","Sebastes chlorostictus"
"188","ASV5","Sebastes auriculatus"
"189","ASV50","Sebastes moseri"
"190","ASV51","Sebastes borealis"
"191","ASV52","Sebastes wilsoni"
"192","ASV53","Sebastes zacentrus"
"193","ASV55","Sebastes zacentrus"
"194","ASV56","Sebastes chlorostictus"
"195","ASV57","Sebastes glaucus"
"196","ASV58","Sebastes goodei"
"197","ASV59","Sebastes reedi"
"198","ASV6","Sebastes crameri"
"199","ASV60","Sebastes wilsoni"
"200","ASV61","Sebastes crameri"
"201","ASV63","Sebastes ensifer"
"202","ASV65","Sebastes chlorostictus"
"203","ASV66","Sebastes elongatus"
"204","ASV67","Sebastes ciliatus"
"205","ASV68","Sebastes zacentrus"
"206","ASV69","Sebastes helvomaculatus"
"207","ASV7","Sebastes babcocki"
"208","ASV70","Sebastes aleutianus"
"209","ASV71","Sebastes variegatus"
"210","ASV73","Sebastes miniatus"
"211","ASV74","Sebastes melanostomus"
"212","ASV75","Sebastes crocotulus"
"213","ASV77","Sebastes serranoides"
"214","ASV78","Sebastes alutus"
"215","ASV79","Sebastes borealis"
"216","ASV8","Sebastes helvomaculatus"
"217","ASV80","Sebastes maliger"
"218","ASV81","Sebastes carnatus"
"219","ASV82","Sebastes diaconus"
"220","ASV83","Sebastes diaconus"
"221","ASV84","Sebastes maliger"
"222","ASV85","Sebastes crocotulus"
"223","ASV86","Sebastes crocotulus"
"224","ASV88","Sebastes crameri"
"225","ASV89","Sebastes flavidus"
"226","ASV9","Sebastes pinniger"
"227","ASV91","Sebastes serranoides"
"228","ASV92","Sebastes serranoides"
"229","ASV93","Sebastes carnatus"
"230","ASV94","Sebastes crocotulus"
"231","ASV95","Sebastes miniatus"
"232","ASV96","Sebastes carnatus"
"233","ASV97","Sebastes carnatus"
"234","ASV98","Sebastes alutus"
"235","ASV99","Sebastes melanops"
"236","ASV106","Sebastes de"
"237","ASV133","Sebastes cp"
"238","ASV141","Sebastes cv"
"239","ASV157","Sebastes ev"
"240","ASV160","Sebastes vw"
"241","ASV162","Sebastes ev"
"242","ASV163","Sebastes cv"
"243","ASV164","Sebastes ev"
"244","ASV165","Sebastes ev"
"245","ASV169","Sebastes ev"
"246","ASV172","Sebastes cv"
"247","ASV179","Sebastes ev"
"248","ASV181","Sebastes cv"
"249","ASV190","Sebastes ev"
"250","ASV199","Sebastes cv"
"251","ASV202","Sebastes cv"
"252","ASV207","Sebastes de"
"253","ASV214","Sebastes cv"
"254","ASV217","Sebastes ev"
"255","ASV223","Sebastes ev"
"256","ASV224","Sebastes cv"
"257","ASV23","Sebastes ev"
"258","ASV238","Sebastes ev"
"259","ASV244","Sebastes cv"
"260","ASV245","Sebastes ev"
"261","ASV247","Sebastes ev"
"262","ASV250","Sebastes ev"
"263","ASV253","Sebastes cv"
"264","ASV47","Sebastes cv"
"265","ASV49","Sebastes cv"
"266","ASV54","Sebastes ev"
"267","ASV62","Sebastes ev"
"268","ASV64","Sebastes cv"
"269","ASV72","Sebastes ev"
"270","ASV76","Sebastes de"
"271","ASV87","Sebastes cv"
"272","ASV90","Sebastes cv"
