"","qseqid","taxon"
"94","ASV_101","Sebastes glaucus"
"95","ASV_102","Sebastes polyspinis"
"96","ASV_103","Sebastes zacentrus"
"97","ASV_104","Sebastes chlorostictus"
"98","ASV_105","Sebastes ciliatus_variabilis"
"99","ASV_106","Sebastes pinniger"
"100","ASV_107","Sebastes wilsoni"
"101","ASV_108","Sebastes proriger"
"102","ASV_109","Sebastes crameri"
"103","ASV_110","Sebastes reedi"
"104","ASV_112","Sebastes alutus"
"105","ASV_113","Sebastes chlorostictus"
"106","ASV_114","Sebastes polyspinis"
"107","ASV_115","Sebastes wilsoni"
"108","ASV_116","Sebastes ensifer"
"109","ASV_118","Sebastes polyspinis"
"110","ASV_119","Sebastes helvomaculatus"
"111","ASV_120","Sebastes polyspinis"
"112","ASV_121","Sebastes helvomaculatus"
"113","ASV_122","Sebastes helvomaculatus"
"114","ASV_123","Sebastes polyspinis"
"115","ASV_124","Sebastes zacentrus"
"116","ASV_125","Sebastes elongatus"
"117","ASV_126","Sebastes ciliatus_variabilis"
"118","ASV_127","Sebastes entomelas"
"119","ASV_128","Sebastes flavidus"
"120","ASV_129","Sebastes elongatus"
"121","ASV_132","Sebastes flavidus"
"122","ASV_133","Sebastes melanops"
"123","ASV_134","Sebastes ruberrimus"
"124","ASV_135","Sebastes entomelas"
"125","ASV_136","Sebastes reedi"
"126","ASV_137","Sebastes polyspinis"
"127","ASV_138","Sebastes miniatus"
"128","ASV_139","Sebastes alutus"
"129","ASV_140","Sebastes crocotulus"
"130","ASV_141","Sebastes alutus"
"131","ASV_142","Sebastes melanostomus"
"132","ASV_144","Sebastes caurinus"
"133","ASV_145","Sebastes wilsoni"
"134","ASV_146","Sebastes polyspinis"
"135","ASV_147","Sebastes wilsoni"
"136","ASV_148","Sebastes alutus"
"137","ASV_149","Sebastes melanops"
"138","ASV_150","Sebastes serranoides"
"139","ASV_151","Sebastes entomelas"
"140","ASV_152","Sebastes crameri"
"141","ASV_153","Sebastes alutus"
"142","ASV_154","Sebastes proriger"
"143","ASV_155","Sebastes borealis"
"144","ASV_156","Sebastes diaconus"
"145","ASV_157","Sebastes carnatus"
"146","ASV_158","Sebastes polyspinis"
"147","ASV_159","Sebastes crocotulus"
"148","ASV_160","Sebastes diaconus"
"149","ASV_161","Sebastes flavidus"
"150","ASV_162","Sebastes elongatus"
"151","ASV_163","Sebastes crocotulus"
"152","ASV_164","Sebastes ensifer"
"153","ASV_165","Sebastes serranoides"
"154","ASV_167","Sebastes maliger"
"155","ASV_168","Sebastes flavidus"
"156","ASV_169","Sebastes crocotulus"
"157","ASV_170","Sebastes serranoides"
"158","ASV_171","Sebastes alutus"
"159","ASV_172","Sebastes helvomaculatus"
"160","ASV_173","Sebastes carnatus"
"161","ASV_174","Sebastes polyspinis"
"162","ASV_175","Sebastes ruberrimus"
"163","ASV_176","Sebastes alutus"
"164","ASV_177","Sebastes miniatus"
"165","ASV_178","Sebastes carnatus"
"166","ASV_179","Sebastes polyspinis"
"167","ASV_180","Sebastes alutus"
"168","ASV_181","Sebastes ovalis"
"169","ASV_182","Sebastes aleutianus"
"170","ASV_183","Sebastes pinniger"
"171","ASV_184","Sebastes flavidus"
"172","ASV_185","Sebastes alutus"
"173","ASV_186","Sebastes pinniger"
"174","ASV_187","Sebastes aurora"
"175","ASV_188","Sebastes alutus"
"176","ASV_189","Sebastes alutus"
"177","ASV_190","Sebastes elongatus"
"178","ASV_191","Sebastes melanops"
"179","ASV_192","Sebastes polyspinis"
"180","ASV_193","Sebastes entomelas"
"181","ASV_194","Sebastes nebulosus"
"182","ASV_195","Sebastes alutus"
"183","ASV_197","Sebastes polyspinis"
"184","ASV_198","Sebastes ruberrimus"
"185","ASV_200","Sebastes caurinus"
"186","ASV_201","Sebastes flavidus"
"187","ASV_202","Sebastes ruberrimus"
"188","ASV_203","Sebastes caurinus"
"189","ASV_204","Sebastes entomelas"
"190","ASV_205","Sebastes alutus"
"191","ASV_206","Sebastes ciliatus_variabilis"
"192","ASV_207","Sebastes polyspinis"
"193","ASV_208","Sebastes aurora"
"194","ASV_209","Sebastes flavidus"
"195","ASV_210","Sebastes ciliatus_variabilis"
"196","ASV_211","Sebastes maliger"
"197","ASV_212","Sebastes ciliatus_variabilis"
"198","ASV_213","Sebastes melanostictus"
"199","ASV_214","Sebastes diaconus"
"200","ASV_215","Sebastes alutus"
"201","ASV_216","Sebastes melanops"
"202","ASV_217","Sebastes caurinus"
"203","ASV_218","Sebastes entomelas"
"204","ASV_219","Sebastes melanostictus"
"205","ASV_220","Sebastes maliger"
"206","ASV_221","Sebastes diaconus"
"207","ASV_222","Sebastes alutus"
"208","ASV_223","Sebastes alutus"
"209","ASV_224","Sebastes diaconus"
"210","ASV_225","Sebastes alutus"
"211","ASV_226","Sebastes diaconus"
"212","ASV_227","Sebastes proriger"
"213","ASV_228","Sebastes flavidus"
"214","ASV_229","Sebastes variegatus"
"215","ASV_230","Sebastes polyspinis"
"216","ASV_231","Sebastes polyspinis"
"217","ASV_232","Sebastes alutus"
"218","ASV_233","Sebastes alutus"
"219","ASV_234","Sebastes babcocki"
"220","ASV_235","Sebastes elongatus"
"221","ASV_236","Sebastes polyspinis"
"222","ASV_237","Sebastes polyspinis"
"223","ASV_238","Sebastes melanops"
"224","ASV_239","Sebastes melanostictus"
"225","ASV_240","Sebastes entomelas"
"226","ASV_242","Sebastes alutus"
"227","ASV_243","Sebastes polyspinis"
"228","ASV_244","Sebastes rosenblatti"
"229","ASV_245","Sebastes entomelas"
"230","ASV_246","Sebastes melanops"
"231","ASV_247","Sebastes pinniger"
"232","ASV_249","Sebastes ensifer"
"233","ASV_250","Sebastes alutus"
"234","ASV_251","Sebastes flavidus"
"235","ASV_252","Sebastes polyspinis"
"236","ASV_253","Sebastes alutus"
"237","ASV_254","Sebastes polyspinis"
"238","ASV_255","Sebastes nebulosus"
"239","ASV_256","Sebastes diaconus"
"240","ASV_257","Sebastes chrysomelas"
"241","ASV_258","Sebastes ciliatus_variabilis"
"242","ASV_259","Sebastes proriger"
"243","ASV_260","Sebastes crocotulus"
"244","ASV_261","Sebastes carnatus"
"245","ASV_262","Sebastes proriger"
"246","ASV_263","Sebastes melanostictus"
"247","ASV_264","Sebastes nebulosus"
"248","ASV_265","Sebastes polyspinis"
"249","ASV_266","Sebastes melanops"
"250","ASV_267","Sebastes proriger"
"251","ASV_268","Sebastes entomelas"
"252","ASV_272","Sebastes babcocki"
"253","ASV_273","Sebastes alutus"
"254","ASV_274","Sebastes ovalis"
"255","ASV_275","Sebastes caurinus"
"256","ASV_276","Sebastes alutus"
"257","ASV_277","Sebastes paucispinis"
"258","ASV_278","Sebastes elongatus"
"259","ASV_279","Sebastes wilsoni"
"260","ASV_280","Sebastes wilsoni"
"261","ASV_281","Sebastes polyspinis"
"262","ASV_282","Sebastes carnatus"
"263","ASV_283","Sebastes ciliatus_variabilis"
"264","ASV_284","Sebastes melanostictus"
"265","ASV_285","Sebastes aleutianus"
"266","ASV_286","Sebastes polyspinis"
"267","ASV_287","Sebastes reedi"
"268","ASV_288","Sebastes polyspinis"
"269","ASV_291","Sebastes ruberrimus"
"270","ASV_292","Sebastes constellatus"
"271","ASV_293","Sebastes nigrocinctus"
"272","ASV_294","Sebastes flavidus"
"273","ASV_295","Sebastes melanops"
"274","ASV_296","Sebastes polyspinis"
"275","ASV_297","Sebastes zacentrus"
"276","ASV_298","Sebastes borealis"
"277","ASV_299","Sebastes ensifer"
"278","ASV_300","Sebastes polyspinis"
"279","ASV_301","Sebastes proriger"
"280","ASV_302","Sebastes carnatus"
"281","ASV_305","Sebastes proriger"
"282","ASV_306","Sebastes serranoides"
"283","ASV_307","Sebastes ciliatus_variabilis"
"284","ASV_308","Sebastes pinniger"
"285","ASV_310","Sebastes pinniger"
"286","ASV_311","Sebastes entomelas"
"287","ASV_312","Sebastes ensifer"
"288","ASV_313","Sebastes goodei"
"289","ASV_314","Sebastes melanostictus"
"290","ASV_315","Sebastes lentiginosus"
"291","ASV_316","Sebastes chrysomelas"
"292","ASV_318","Sebastes ensifer"
"293","ASV_320","Sebastes diaconus"
"294","ASV_321","Sebastes maliger"
"295","ASV_322","Sebastes maliger"
"296","ASV_323","Sebastes hopkinsi"
"297","ASV_324","Sebastes babcocki"
"298","ASV_325","Sebastes polyspinis"
"299","ASV_326","Sebastes flavidus"
"300","ASV_328","Sebastes babcocki"
"301","ASV_333","Sebastes diaconus"
"302","ASV_334","Sebastes polyspinis"
"303","ASV_019","Sebastes ciliatus_variabilis"
"304","ASV_020","Sebastes ciliatus_variabilis"
"305","ASV_026","Sebastes ciliatus_variabilis"
"306","ASV_027","Sebastes ciliatus_variabilis"
"307","ASV_061","Sebastes ev"
"308","ASV_080","Sebastes vw"
"309","ASV_111","Sebastes ev"
"310","ASV_117","Sebastes ev"
"311","ASV_130","Sebastes vw"
"312","ASV_131","Sebastes ev"
"313","ASV_143","Sebastes de"
"314","ASV_166","Sebastes ciliatus_variabilis"
"315","ASV_196","Sebastes de"
"316","ASV_199","Sebastes ciliatus_variabilis_polyspinus"
"317","ASV_241","Sebastes ciliatus_variabilis"
"318","ASV_248","Sebastes vw"
"319","ASV_269","Sebastes ev"
"320","ASV_270","Sebastes vw"
"321","ASV_271","Sebastes ev"
"322","ASV_289","Sebastes ev"
"323","ASV_290","Sebastes ev"
"324","ASV_303","Sebastes ev"
"325","ASV_304","Sebastes ev"
"326","ASV_309","Sebastes ev"
"327","ASV_319","Sebastes ev"
