"","qseqid","taxon"
"95","ASV_105","Sebastes flavidus"
"96","ASV_106","Sebastes alutus"
"97","ASV_107","Sebastes pinniger"
"98","ASV_108","Sebastes alutus"
"99","ASV_109","Sebastes alutus"
"100","ASV_111","Sebastes melanops"
"101","ASV_112","Sebastes polyspinis"
"102","ASV_113","Sebastes alutus"
"103","ASV_114","Sebastes polyspinis"
"104","ASV_115","Sebastes ruberrimus"
"105","ASV_116","Sebastes ruberrimus"
"106","ASV_117","Sebastes flavidus"
"107","ASV_118","Sebastes entomelas"
"108","ASV_119","Sebastes alutus"
"109","ASV_120","Sebastes polyspinis"
"110","ASV_121","Sebastes polyspinis"
"111","ASV_122","Sebastes alutus"
"112","ASV_123","Sebastes alutus"
"113","ASV_124","Sebastes proriger"
"114","ASV_126","Sebastes polyspinis"
"115","ASV_127","Sebastes alutus"
"116","ASV_128","Sebastes alutus"
"117","ASV_129","Sebastes babcocki"
"118","ASV_130","Sebastes elongatus"
"119","ASV_131","Sebastes polyspinis"
"120","ASV_132","Sebastes entomelas"
"121","ASV_133","Sebastes alutus"
"122","ASV_134","Sebastes polyspinis"
"123","ASV_135","Sebastes polyspinis"
"124","ASV_136","Sebastes rosenblatti"
"125","ASV_137","Sebastes pinniger"
"126","ASV_139","Sebastes alutus"
"127","ASV_140","Sebastes polyspinis"
"128","ASV_142","Sebastes alutus"
"129","ASV_143","Sebastes polyspinis"
"130","ASV_144","Sebastes flavidus"
"131","ASV_145","Sebastes polyspinis"
"132","ASV_147","Sebastes melanops"
"133","ASV_148","Sebastes proriger"
"134","ASV_149","Sebastes nebulosus"
"135","ASV_150","Sebastes polyspinis"
"136","ASV_151","Sebastes proriger"
"137","ASV_152","Sebastes alutus"
"138","ASV_153","Sebastes alutus"
"139","ASV_154","Sebastes elongatus"
"140","ASV_155","Sebastes wilsoni"
"141","ASV_158","Sebastes ruberrimus"
"142","ASV_159","Sebastes flavidus"
"143","ASV_160","Sebastes polyspinis"
"144","ASV_162","Sebastes polyspinis"
"145","ASV_163","Sebastes melanostictus"
"146","ASV_092","Sebates_ev"
