"","qseqid","species","genus","family","order","class","phylum","kingdom","seq_percID","top_perc","diff","taxonomic_level","taxon"
"61","ASV54","Sebastes melanostictus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes melanostictus"
"62","ASV56","Sebastes entomelas","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.394,99.394,0,"species","Sebastes entomelas"
"63","ASV57","Sebastes melanostictus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.39,99.39,0,"species","Sebastes melanostictus"
"64","ASV58","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.788,98.788,0,"species","Sebastes babcocki"
"65","ASV59","Sebastes borealis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes borealis"
"66","ASV6","Sebastes maliger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.394,99.394,0,"species","Sebastes maliger"
"67","ASV60","Sebastes caurinus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes caurinus"
"68","ASV61","Sebastes maliger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes maliger"
"69","ASV63","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes alutus"
"70","ASV64","Sebastes aleutianus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.39,99.39,0,"species","Sebastes aleutianus"
"71","ASV65","Sebastes borealis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.39,99.39,0,"species","Sebastes borealis"
"72","ASV7","Sebastes flavidus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes flavidus"
"73","ASV72","Sebastes entomelas","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.788,98.788,0,"species","Sebastes entomelas"
"74","ASV73","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes babcocki"
"75","ASV76","Sebastes melanops","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.394,99.394,0,"species","Sebastes melanops"
"76","ASV77","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.788,98.788,0,"species","Sebastes babcocki"
"77","ASV78","Sebastes mystinus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes mystinus"
"78","ASV79","Sebastes maliger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.394,99.394,0,"species","Sebastes maliger"
"79","ASV80","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.39,99.39,0,"species","Sebastes alutus"
"80","ASV85","Sebastes proriger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes proriger"
"81","ASV86","Sebastes mystinus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.394,99.394,0,"species","Sebastes mystinus"
"82","ASV9","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.39,99.39,0,"species","Sebastes alutus"
"83","ASV8","Sebastes miniatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes miniatus"
"84","ASV12","Sebastes ciliatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes ciliatus"
"85","ASV24","Sebastes ciliatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes ciliatus"
"86","ASV32","Sebastes paucispinis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes paucispinis"
"87","ASV38","Sebastes mystinus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes mystinus"
"88","ASV53","Sebastes chrysomelas","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes chrysomelas"
"89","ASV70","Sebastes carnatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes carnatus"
"90","ASV81","Sebastes variabilis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes variabilis"
"91","ASV83","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes babcocki"
"92","ASV84","Sebastes elongatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Sebastes elongatus"
